,coord,country,id,name
109753,"{'lon': 3.77801, 'lat': 50.629372}",BE,2803010,Ath
76857,"{'lon': 12.45, 'lat': 53.849998}",DE,6547911,Warnkenhagen
134301,"{'lon': 13.38555, 'lat': 51.299931}",DE,2861671,Nunchritz
15831,"{'lon': -6.3870000000000005, 'lat': 54.44709}",GB,3345440,Craigavon
70128,"{'lon': 7.63333, 'lat': 49.849998}",DE,6553530,Rehbach
91970,"{'lon': -49.05389, 'lat': -23.134439}",BR,3471816,Arandu
119511,"{'lon': 10.83333, 'lat': 48.566669}",DE,2810531,Westendorf
142735,"{'lon': -6.52258, 'lat': 41.73896}",ES,6362646,Trabazos
198554,"{'lon': -79.971977, 'lat': 35.914581}",US,4452871,Archdale
183608,"{'lon': 121.346603, 'lat': 17.8486}",PH,1691592,Rizal
99870,"{'lon': 23.316669, 'lat': 42.150002}",BG,727627,Obshtina Rila
113098,"{'lon': 44.619598, 'lat': 31.743111}",IQ,99434,Nahiyat Ghammas
163628,"{'lon': -88.616669, 'lat': 15.06667}",HN,3611995,El Corozal
14023,"{'lon': 8.19547, 'lat': 47.482052}",CH,6697287,Altenburg (Brugg)
181487,"{'lon': 5.25, 'lat': 51.466671}",NL,2750903,Middelbeers
159837,"{'lon': -2.09701, 'lat': 53.71434}",GB,2635744,Todmorden
209158,"{'lon': 18.418329, 'lat': -34.031391}",ZA,3369056,Constantia
9325,"{'lon': 15.68279, 'lat': 47.158859}",AT,7873582,Unterfladnitz
36564,"{'lon': -120.237694, 'lat': 38.102421}",US,5356594,Hess Mill
97829,"{'lon': 22.69656, 'lat': 49.650162}",PL,7531309,Fredropol
158423,"{'lon': 1.77058, 'lat': 47.883259}",FR,3027598,Chaingy
190896,"{'lon': 24.73333, 'lat': 45.966671}",RO,673566,Merghindeal
142893,"{'lon': -2.29165, 'lat': 40.302811}",ES,6357537,Torralba
89515,"{'lon': -48.925831, 'lat': -23.09861}",BR,3471291,Avare
195530,"{'lon': 38.416672, 'lat': -11.36667}",TZ,878054,Masuguru
38388,"{'lon': 147.133331, 'lat': -41.387218}",AU,2205838,Mayfield
2714,"{'lon': 6.92156, 'lat': 50.91819}",DE,2824860,Sülz
160028,"{'lon': -2.1206, 'lat': 51.86264}",GB,2637878,Shurdington
65563,"{'lon': 9.39065, 'lat': 48.399799}",DE,2919147,Gomadingen
150813,"{'lon': 6.85, 'lat': 47.5}",FR,6430004,Taillecourt
204121,"{'lon': -73.563179, 'lat': 40.691212}",US,5129141,North Merrick
57989,"{'lon': -61.381828, 'lat': 46.066841}",CA,6062534,Mabou
116736,"{'lon': -80.579514, 'lat': 35.408749}",US,4461574,Concord
96186,"{'lon': 3.01667, 'lat': 36.76667}",DZ,2505015,Ben ’Aknoûn
79242,"{'lon': 8.18333, 'lat': 53.099998}",DE,2897495,Hundsmühlen
74700,"{'lon': 8.04611, 'lat': 49.718102}",DE,6554861,Mauchenheim
43754,"{'lon': 81.133331, 'lat': 16.16667}",IN,1264637,Machilipatnam
6575,"{'lon': 80.150002, 'lat': 28.51667}",IN,1259190,Puranpur
98254,"{'lon': 28.117451, 'lat': 50.05204}",UA,710381,Chudniv
88599,"{'lon': -7.85306, 'lat': 52.08889}",IE,2961010,Villierstown
130058,"{'lon': 122.913177, 'lat': 40.993778}",CN,2055173,Datun
24347,"{'lon': 39.71389, 'lat': 47.236389}",RU,501175,Rostov-na-Donu
34256,"{'lon': 39.728802, 'lat': 52.046619}",RU,478317,Usman
106807,"{'lon': 31.808889, 'lat': -1.27583}",TZ,151240,Nyakato
204979,"{'lon': -79.892273, 'lat': 40.324791}",US,5191236,Glassport
102472,"{'lon': 21.533331, 'lat': 56.26667}",LT,594488,Skuodas
104575,"{'lon': -89.18, 'lat': 13.61278}",SV,3584156,Panchimalco
127631,"{'lon': 102.911293, 'lat': 24.676519}",CN,1811281,Fenglu
135498,"{'lon': 7.18333, 'lat': 49.900002}",DE,2888707,Kleinich
203756,"{'lon': -75.888802, 'lat': 43.071178}",US,5109703,Bolivar
187624,"{'lon': 21.228161, 'lat': 49.75621}",PL,775917,Binarowa
26147,"{'lon': -73.84919, 'lat': 45.950081}",CA,6137543,Saint-Calixte
207140,"{'lon': -124.201752, 'lat': 41.755951}",US,5562087,Crescent City
197419,"{'lon': -84.472717, 'lat': 39.112839}",US,4289629,Dayton
196195,"{'lon': -81.899246, 'lat': 26.53813}",US,4152639,Cypress Lake
103888,"{'lon': -76.040039, 'lat': 4.91345}",CO,3685027,El Aguila
141099,"{'lon': -5.39417, 'lat': 39.3815}",ES,6356741,Cañamero
22783,"{'lon': 41.516666, 'lat': 54.916668}",RU,550778,Khalymovo
103704,"{'lon': -75.606262, 'lat': 5.74867}",CO,3678118,La Pintada
3877,"{'lon': 11.20111, 'lat': 49.46944}",DE,2835421,Schwaig
83612,"{'lon': -5.80995, 'lat': 42.436489}",ES,6358576,Bustillo del Páramo
26664,"{'lon': 94.550003, 'lat': 24.533331}",MM,1310084,Mawnwe
150698,"{'lon': 5.0219, 'lat': 45.814159}",FR,2972833,Thil
25773,"{'lon': 24.5, 'lat': -34.01667}",ZA,957517,Sardinia Bay
115460,"{'lon': 12.26904, 'lat': 57.770512}",SE,2696503,Lerum
127911,"{'lon': 102.750641, 'lat': 24.29623}",CN,1814169,Dajie
167826,"{'lon': 120.222298, 'lat': -9.7228}",ID,7610154,Apuhambati
141452,"{'lon': -3.05333, 'lat': 38.89925}",ES,2521991,Alhambra
123100,"{'lon': -44.135559, 'lat': -22.723061}",BR,3451232,Rio Claro
208082,"{'lon': -157.918335, 'lat': 21.38167}",US,5855327,Halawa Heights
194987,"{'lon': 35.912319, 'lat': 37.814461}",TR,315000,Feke
70745,"{'lon': 7.15, 'lat': 50.200001}",DE,2881541,Landkern
40419,"{'lon': 147.033325, 'lat': -41.23333}",AU,2156674,Mount Direction
12081,"{'lon': 34.1847, 'lat': 11.5747}",SD,7033552,Baqīs
189292,"{'lon': 35.029598, 'lat': 31.59618}",PS,284347,Bayt Ula
36476,"{'lon': -86.399986, 'lat': 36.983379}",US,4312732,Warren County
73917,"{'lon': 13.7766, 'lat': 53.755699}",DE,6548258,Ducherow
208594,"{'lon': -69.70105, 'lat': 8.44033}",VE,3627148,Santa Rosa
11181,"{'lon': 132.37056, 'lat': 43.38306}",RU,2016628,Shtykovo
36966,"{'lon': -68.79892, 'lat': 44.33147}",US,4960105,Cape Rosier
81183,"{'lon': -6.12788, 'lat': 36.401489}",ES,6356930,Chiclana de la Frontera
146338,"{'lon': -1.6147, 'lat': 40.33754}",ES,3122014,Frias de Albarracin
167866,"{'lon': 121.760902, 'lat': -8.7166}",ID,7613719,Detusoko
170600,"{'lon': 112.382301, 'lat': -6.986}",ID,8140924,Gedongkedoan
24365,"{'lon': 39.983334, 'lat': 47.450001}",RU,484138,Tatarskaya
45888,"{'lon': -1.0234, 'lat': 43.3368}",FR,6617341,Aïcirits-Camou-Suhast
66518,"{'lon': 6.4833300000000005, 'lat': 50.700001}",DE,2863711,Nideggen
120991,"{'lon': 15.36494, 'lat': 46.74691}",AT,7872402,Gleinstätten
131726,"{'lon': 122.256241, 'lat': 40.71841}",CN,7885594,Xinxing
108661,"{'lon': -75.242401, 'lat': 39.890388}",US,4557724,Eastwick
41860,"{'lon': 137.933334, 'lat': -35.73333}",AU,2063591,Penneshaw
151701,"{'lon': 4.13, 'lat': 44.1441}",FR,6431435,Saint-Privat-des-Vieux
56961,"{'lon': -79.675941, 'lat': 47.50816}",CA,6087661,New Liskeard
64313,"{'lon': 11.1, 'lat': 51}",DE,2891499,Kerspleben
67199,"{'lon': 11.76667, 'lat': 52.316669}",DE,2845885,Rogatz
59502,"{'lon': -96.900002, 'lat': 17.299999}",MX,3519255,San Francisco Telixtlahuaca
83524,"{'lon': -6.10348, 'lat': 43.54277}",ES,3115823,Muros de Nalon
143757,"{'lon': -2.8459700000000003, 'lat': 42.525761}",ES,3111450,Rodezno
172017,"{'lon': 16.156679, 'lat': 39.778801}",IT,2523233,Saracena
153806,"{'lon': 1.91667, 'lat': 50.049999}",FR,6613789,Pont-Remy
10360,"{'lon': 15.29537, 'lat': 47.813961}",AT,2771507,Mitterbach am Erlaufsee
177520,"{'lon': 9.18504, 'lat': 45.800381}",IT,6534462,Albavilla
84743,"{'lon': 2.17318, 'lat': 41.533661}",ES,6356281,Santa Perpètua de Mogoda
208580,"{'lon': -70.080559, 'lat': 8.50016}",VE,3626074,Torunos
7805,"{'lon': 51.316669, 'lat': 25.76667}",QA,389465,Baladīyat al Khawr wa adh Dhakhīrah
196108,"{'lon': -82.407593, 'lat': 27.773081}",US,4146161,Apollo Beach
122380,"{'lon': 4.84069, 'lat': 50.241482}",BE,2789834,Onhaye
169555,"{'lon': 111.249397, 'lat': -6.7873}",ID,8058070,Doyok
113243,"{'lon': 14.23068, 'lat': 37.080341}",IT,2524653,Gela
15623,"{'lon': 7.75515, 'lat': 48.616341}",FR,6450593,Bischheim
190267,"{'lon': 23.950001, 'lat': 46.200001}",RO,667074,Sancel
7348,"{'lon': -0.04472, 'lat': 16.271669}",ML,2457163,Gao
43701,"{'lon': 79.716667, 'lat': 12.83333}",IN,1268159,Kanchipuram
183846,"{'lon': 124.885559, 'lat': 11.13667}",PH,1694491,Pastrana
114148,"{'lon': 4.00329, 'lat': 6.9798}",NG,2338403,Ijebu-Igbo
71658,"{'lon': 8.05, 'lat': 51.799999}",DE,2866212,Neubeckum
23015,"{'lon': 44.049999, 'lat': 56.366669}",RU,572474,Borisovka
139995,"{'lon': -4.006, 'lat': 38.930199}",ES,6357158,Poblete
155419,"{'lon': 4.1606, 'lat': 44.260201}",FR,6431334,Molières-sur-Cèze
45235,"{'lon': 2.62162, 'lat': 42.670689}",FR,3012848,Ille-sur-Tet
19936,"{'lon': 89.292221, 'lat': 54.353889}",RU,1502758,Kommunar
83068,"{'lon': -8.85903, 'lat': 42.778549}",ES,3124249,Cruido
107153,"{'lon': -25.683331, 'lat': 37.75}",PT,3372741,Ramalho
76753,"{'lon': 11.48333, 'lat': 52.066669}",DE,2838757,Schleibnitz
158307,"{'lon': 5.15, 'lat': 45.75}",FR,3026451,Charvieu-Chavagneux
124620,"{'lon': 104.42009, 'lat': 33.19133}",CN,1784207,Zhongzhai
8956,"{'lon': -64.838959, 'lat': -24.22554}",AR,3853767,Ingenio La Esperanza
2725,"{'lon': 11.01667, 'lat': 43.833328}",IT,3166850,Seano
123275,"{'lon': 27.19376, 'lat': -22.79904}",BW,933162,Pilikwe
35920,"{'lon': 28.09417, 'lat': -25.62417}",ZA,959103,Rosslyn
103581,"{'lon': -74.539436, 'lat': 4.52028}",CO,3689941,Anapoima
78832,"{'lon': 10.74017, 'lat': 53.501011}",DE,6551474,Langenlehsten
144663,"{'lon': -1.78414, 'lat': 42.661709}",ES,6359731,Obanos
162589,"{'lon': 23.976919, 'lat': 37.807331}",GR,260210,Keratea
28003,"{'lon': -4.06067, 'lat': 43.427071}",ES,6360729,Suances
204930,"{'lon': -78.373352, 'lat': 40.011471}",US,5188960,Everett
68026,"{'lon': 10.81667, 'lat': 48.116669}",DE,2897245,Hurlach
83806,"{'lon': -8.68926, 'lat': 43.01355}",ES,6357304,Dumbría
103046,"{'lon': 22.412781, 'lat': 41.916389}",MK,789403,Kochani
177588,"{'lon': 10.47337, 'lat': 45.736092}",IT,6534531,Idro
47938,"{'lon': 1.3, 'lat': 44.183331}",FR,6445046,Vazerac
175017,"{'lon': 12.93142, 'lat': 43.18803}",IT,3173777,Massa
202111,"{'lon': -70.861977, 'lat': 41.991211}",US,4938652,Halifax
102962,"{'lon': 6.06667, 'lat': 50.028889}",LU,2960243,Neidhausen
29581,"{'lon': -1.16571, 'lat': 51.209061}",GB,2650793,Dummer
104104,"{'lon': -88.48333, 'lat': 14.93333}",HN,3615028,Atima
14216,"{'lon': 70.442574, 'lat': 40.28434}",TJ,1514891,Konibodom
79084,"{'lon': 9.3516, 'lat': 53.274658}",DE,2925627,Frankenbostel
109039,"{'lon': -97.680717, 'lat': 38.367432}",US,8122840,Western Community Park
189011,"{'lon': -67.059341, 'lat': 18.049959}",PR,4565898,Lajas
49202,"{'lon': 3.58086, 'lat': 45.82584}",FR,2999331,Les Vignes
190567,"{'lon': 24.116671, 'lat': 47.700001}",RO,669993,Poienile Izei
102069,"{'lon': 29.32333, 'lat': 46.98167}",MD,617363,Speia
111872,"{'lon': 106.845131, 'lat': -6.21462}",ID,1642911,Jakarta
142460,"{'lon': -5.21088, 'lat': 42.356041}",ES,3106600,Vallecillo
150296,"{'lon': 0.9948, 'lat': 49.904751}",FR,2970725,Varengeville-sur-Mer
47935,"{'lon': 3.13791, 'lat': 46.146481}",FR,2981337,Saint-Bonnet-de-Rochefort
174932,"{'lon': 14.99874, 'lat': 41.044922}",IT,3173383,Mirabella Eclano
171238,"{'lon': 78.716667, 'lat': 21.65}",IN,1262891,Mohgaon
81615,"{'lon': 0.12556, 'lat': 42.04348}",ES,6358295,Barbastro
167658,"{'lon': 121.193001, 'lat': -8.8564}",ID,7570139,Sukamaju
76767,"{'lon': 11.41179, 'lat': 48.217468}",DE,2929035,Eschenried
206276,"{'lon': -117.660881, 'lat': 33.686409}",US,5349828,Foothill Ranch
21111,"{'lon': 48.150002, 'lat': 52.25}",RU,573042,Bol’shoy Krasnyy Yar
192401,"{'lon': 20.282221, 'lat': 45.771111}",RS,792530,Bocar
101195,"{'lon': 44.52618, 'lat': 40.14101}",AM,616353,Nor Aresh
86484,"{'lon': -61.701401, 'lat': -32.200802}",AR,3856436,El Trebol
139444,"{'lon': -3.08868, 'lat': 37.55719}",ES,2509552,Villanueva de las Torres
183411,"{'lon': 123.733704, 'lat': 12.5677}",PH,1689607,San Jacinto
189644,"{'lon': 134.717255, 'lat': 8.08228}",PW,7670994,Kayangel
158584,"{'lon': 2.34266, 'lat': 49.862171}",FR,3029222,Cagny
106176,"{'lon': 129.699997, 'lat': 28.41667}",JP,1848906,Wano
103513,"{'lon': -75.333328, 'lat': 2.91667}",CO,3672532,Peñón de Opia
189211,"{'lon': 35.282841, 'lat': 32.193508}",PS,283365,Kafr Qallil
78221,"{'lon': 9.53333, 'lat': 51.98333}",DE,2877007,Linse
180927,"{'lon': -101.126389, 'lat': 19.010559}",MX,4015471,Caracuaro
175637,"{'lon': 12.730830000000001, 'lat': 45.932781}",IT,3176927,Fiume Veneto
127452,"{'lon': 117.819038, 'lat': 26.09116}",CN,1809889,Guangping
112059,"{'lon': 79.5, 'lat': 28.91667}",IN,1266575,Kichha
183646,"{'lon': 121.699997, 'lat': 17.133329}",PH,1691977,Quirino
66304,"{'lon': 6.66667, 'lat': 50.98333}",DE,2863635,Niederaußem
42677,"{'lon': 119.101936, 'lat': 36.709999}",CN,1791681,Weifang
46008,"{'lon': -0.34899, 'lat': 49.139999}",FR,3012903,Ifs
126103,"{'lon': 113.744461, 'lat': 25.091249}",CN,1797195,Renhua
187853,"{'lon': 18.5905, 'lat': 50.027649}",PL,3084029,Swierklany Gorne
204156,"{'lon': -73.532066, 'lat': 40.86565}",US,5130327,Oyster Bay
202470,"{'lon': -70.652557, 'lat': 43.793968}",US,4979819,Steep Falls
89944,"{'lon': -37.643059, 'lat': -8.0875}",BR,3401138,Custodia
56442,"{'lon': -1.9184, 'lat': 53.67614}",GB,2656329,Barkisland
173389,"{'lon': 12.97472, 'lat': 46.013889}",IT,3166827,Sedegliano
130040,"{'lon': 123.841476, 'lat': 40.309738}",CN,2053404,Baiqi
38346,"{'lon': 144.75, 'lat': -37.816669}",AU,2145990,Truganina
121719,"{'lon': 116.699997, 'lat': -20.66667}",AU,2073200,Dampier
146028,"{'lon': 3.11784, 'lat': 42.0243}",ES,6534068,Gualta
140571,"{'lon': -5.65793, 'lat': 39.73914}",ES,6356793,Higuera
78539,"{'lon': 7.53333, 'lat': 49.583302}",DE,6555111,Horschbach
133616,"{'lon': 10.5, 'lat': 50.583328}",DE,2845744,Rohr
156381,"{'lon': -1.1131, 'lat': 47.283451}",FR,3004138,Le Fuilet
196076,"{'lon': -75.385468, 'lat': 38.690109}",US,4142643,Georgetown
209261,"{'lon': 14.75461, 'lat': 48.84697}",CZ,3068399,Petříkov
72210,"{'lon': 6.78333, 'lat': 49.916672}",DE,2936521,Dodenburg
18046,"{'lon': 43.333889, 'lat': 43.616112}",RU,463966,Zayukovo
11997,"{'lon': 100.183121, 'lat': -0.46523000000000003}",ID,7102548,Kampungtalang
186612,"{'lon': 125.340828, 'lat': 7.47583}",PH,1979271,Simod
108624,"{'lon': -81.183128, 'lat': 34.983471}",US,4601709,York County
47251,"{'lon': -0.75568, 'lat': 45.034439}",FR,3035727,Avensan
42131,"{'lon': 151.883331, 'lat': -28.533331}",AU,2152594,Pozieres
24812,"{'lon': 71.349998, 'lat': 20.916668}",IN,1262219,Nāgasari
191233,"{'lon': 24.533331, 'lat': 44.083328}",RO,676866,Gostavatu
101969,"{'lon': 27.686159, 'lat': 48.2677}",MD,618381,Raionul Donduşeni
45555,"{'lon': -0.5059, 'lat': 44.894699}",FR,6448442,Carbon-Blanc
77745,"{'lon': 11.08821, 'lat': 49.071789}",DE,2920721,Geyern
27025,"{'lon': -105.05056, 'lat': 35.422272}",US,5474889,La Liendre
72451,"{'lon': 12.88333, 'lat': 48.683331}",DE,2814612,Wallerfing
38616,"{'lon': 150.633331, 'lat': -26.75}",AU,2171596,Chinchilla
23264,"{'lon': 30.35, 'lat': 53.900002}",UA,700924,Mogilëv
187170,"{'lon': 20.07794, 'lat': 49.620998}",PL,763982,Niedzwiedz
182061,"{'lon': 8.48651, 'lat': 58.768451999999996}",NO,3163215,Amli
207135,"{'lon': -123.983948, 'lat': 40.882912}",US,5560020,Blue Lake
78489,"{'lon': 7.65, 'lat': 49.716702}",DE,6553529,Raumbach
187823,"{'lon': 15.08243, 'lat': 52.313309}",PL,3083264,Torzym
172395,"{'lon': 16.1106, 'lat': 38.460381}",IT,2524677,Galatro
156934,"{'lon': -1.45152, 'lat': 47.624191}",FR,3012676,Isse
209086,"{'lon': 43.338879, 'lat': 16.991289}",YE,7346660,Al Kharab
94109,"{'lon': 8.00464, 'lat': 47.285412}",CH,2661434,Bottenwil
205550,"{'lon': -98.541473, 'lat': 43.15638}",US,5229103,Lake Andes
178418,"{'lon': 7.9208300000000005, 'lat': 45.04575}",IT,6535406,Mombello di Torino
194522,"{'lon': 103.008919, 'lat': 17.238239}",TH,7510967,Ban Na Muang
168071,"{'lon': 105.917999, 'lat': -6.3929}",ID,7766459,Kaducukang
190774,"{'lon': 25.466669, 'lat': 43.666672}",RO,672492,Nasturelu
124546,"{'lon': 115.48539, 'lat': 29.42384}",CN,1783639,Zouqiao
94079,"{'lon': 7.58232, 'lat': 47.425079}",CH,7669941,Steffen
58238,"{'lon': -97.261757, 'lat': 50.385811}",CA,6163170,Teulon
42544,"{'lon': 127.083328, 'lat': 37.51667}",KR,1837217,Sinch’ŏn-dong
133881,"{'lon': 12, 'lat': 49.933331}",DE,2851734,Pullenreuth
25228,"{'lon': 130.432922, 'lat': 31.032249}",JP,1860825,Kagoshima-ken
106047,"{'lon': 85.300003, 'lat': 23.299999}",IN,1270210,Hatiā
204989,"{'lon': -75.940491, 'lat': 40.298698}",US,5192134,Grill
1489,"{'lon': 36.633331, 'lat': 56.033333}",RU,507614,Pokoyevo
32446,"{'lon': 10.2667, 'lat': 48.016701}",DE,6557262,Ungerhausen
137646,"{'lon': 10.38333, 'lat': 53.883331}",DE,2941885,Buhnsdorf
36493,"{'lon': -74.641273, 'lat': 39.88345}",US,4500994,Burlington County
122599,"{'lon': 5.34365, 'lat': 50.803982}",BE,2801468,Borgloon
108576,"{'lon': -100.217056, 'lat': 34.53339}",US,5518760,Childress County
119030,"{'lon': 23.864349, 'lat': 49.066071}",UA,711850,Bolekhiv
48490,"{'lon': -0.32555, 'lat': 48.825871}",FR,2994549,Ménil-Hermei
41297,"{'lon': 148.600006, 'lat': -20.716669}",AU,2175286,Bloomsbury
15636,"{'lon': 6.83333, 'lat': 47.48333}",FR,6447821,Audincourt
150822,"{'lon': 4.0031, 'lat': 43.712502}",FR,2973626,Sussargues
127396,"{'lon': 116.230797, 'lat': 33.505501}",CN,1809271,Guoyang Chengguanzhen
126138,"{'lon': 121.631607, 'lat': 29.85198}",CN,1797479,Qiuai
76100,"{'lon': 6.28333, 'lat': 50.799999}",DE,2861764,Nothberg
132943,"{'lon': 15.54949, 'lat': 50.372459}",CZ,3068785,Ostromer
170075,"{'lon': 111.405602, 'lat': -6.843}",ID,8070929,Jukung
186298,"{'lon': 123.791901, 'lat': 13.2934}",PH,1729701,Bacacay
110436,"{'lon': 127.083328, 'lat': 47.25}",CN,2034651,Suileng
125267,"{'lon': 113.956673, 'lat': 33.705978}",CN,1789995,Shangqiao
80204,"{'lon': 12.03333, 'lat': 51.083328}",DE,2900368,Hollsteitz
194112,"{'lon': 103.977859, 'lat': 16.30006}",TH,1607600,Waeng
105796,"{'lon': 168, 'lat': -15.5}",VU,2208266,Penama Province
58506,"{'lon': -124.202713, 'lat': 48.866322}",CA,6185619,Youbou
166274,"{'lon': 113.201897, 'lat': -8.1247}",ID,7037280,Wringinsari
117376,"{'lon': -71.545464, 'lat': 42.349091}",US,4943170,Marlborough
72145,"{'lon': 10.91667, 'lat': 50.866669}",DE,2849350,Rehestädt
102372,"{'lon': 19.29694, 'lat': 44.106392}",BA,3190159,Srebrenica
118753,"{'lon': 25.328951, 'lat': 49.62891}",UA,698110,Ozerna
177631,"{'lon': 11.21958, 'lat': 46.144211}",IT,6534577,Lona-Lases
157705,"{'lon': 7.59421, 'lat': 48.52866}",FR,3020671,Duppigheim
59414,"{'lon': -96.433327, 'lat': 19.283331}",MX,3521825,Paso de Ovejas
155972,"{'lon': 6.03988, 'lat': 48.900291}",FR,2996726,Maidieres
137991,"{'lon': 10.83212, 'lat': 49.91087}",DE,2948339,Bischberg
52547,"{'lon': 16.75609, 'lat': 40.58012}",IT,6539836,Ginosa
56869,"{'lon': -0.8833300000000001, 'lat': 53.283329}",GB,2647236,Headon
168511,"{'lon': 106.904099, 'lat': -7.2311}",ID,7852832,Sinarjaya
204784,"{'lon': -79.883942, 'lat': 40.023689}",US,5181946,Brownsville
7137,"{'lon': 140.116669, 'lat': 37.566669}",JP,2112615,Inawashiro
131937,"{'lon': -74.500366, 'lat': 9.24217}",CO,3668286,San Zenon
188915,"{'lon': 17.36861, 'lat': 50.623058}",PL,7576332,Chroscina
209403,"{'lon': 6.5534300000000005, 'lat': 47.325619}",FR,2989168,Orve
65679,"{'lon': 11.3333, 'lat': 53.633301}",DE,6547987,Wittenförden
35121,"{'lon': 49.30167, 'lat': 55.912781}",RU,470212,Vysokaya Gora
106071,"{'lon': 118.75, 'lat': 10}",PH,1696177,Province of Palawan
106879,"{'lon': 42.669441, 'lat': 9.36361}",ET,335316,Hadew
137090,"{'lon': 12.03012, 'lat': 48.017311}",DE,2929038,Eschenlohe
147344,"{'lon': -8.35545, 'lat': 43.2286}",ES,3126222,Carral
77742,"{'lon': 8.2, 'lat': 50.466671}",DE,2922294,Gaudernbach
179496,"{'lon': 24.64444, 'lat': 57.154442}",LV,457822,Loja
22240,"{'lon': -4.95219, 'lat': 40.9557}",ES,6355657,Cantiveros
141897,"{'lon': -1.22612, 'lat': 40.53479}",ES,6361654,Villarquemado
81584,"{'lon': -0.42664, 'lat': 38.50243}",ES,6355422,Busot
109056,"{'lon': -95.507759, 'lat': 37.384232}",US,4275718,Morehead
120582,"{'lon': 13.7, 'lat': 51.299999}",DE,2836658,Schonfeld
145225,"{'lon': -3.328, 'lat': 40.553139}",ES,6359307,Meco
105601,"{'lon': 14.29265, 'lat': 45.961399}",SI,3187213,Občina Vrhnika
84007,"{'lon': -3.15557, 'lat': 36.980679}",ES,2513973,Mecina Bombarón
131976,"{'lon': -73.207367, 'lat': 8.4021}",CO,3670011,San Calixto
145974,"{'lon': -2.09291, 'lat': 43.153992}",ES,6358130,Hernialde
85497,"{'lon': -70.25, 'lat': -33.299999}",CL,3889586,Farellones
169241,"{'lon': 108.272499, 'lat': -7.2746}",ID,8045929,Desa Darmacaang
42505,"{'lon': 128.084717, 'lat': 35.19278}",KR,1846052,Chinju
